prefix	input_text	target_text
oReact	PersonX wins gold	like they had good competition
xEffect	PersonX starts singing	gets booed off the stage
xAttr	PersonX does something different	Adventurous
xIntent	PersonX takes a class	to be more educated
xAttr	PersonX reduces ___ to the level	helpful
oEffect	PersonX gives PersonY's advice	PersonY feels cared for
xReact	PersonX gets PersonX's passport	adventurous
oWant	PersonX makes PersonY answer	to get away from PersonX.
oReact	PersonX unpacks PersonY's belongings	helped
oEffect	PersonX feels PersonY interest	wants to know more
oWant	PersonX gives PersonY a huge hug	To hug Person X back
oReact	PersonX uses ___ to determine PersonY's customer base	helped
xReact	PersonX feels glad	satisfied
xWant	PersonX takes a lot of work	to make money
oWant	PersonX takes PersonY back	show thanks
oWant	PersonX laughs and told ___	to yell at PersonX
oWant	PersonX hates PersonY so much	to cry
oReact	PersonX offers the job	happy
xAttr	PersonX takes ___ in the process	involved
xReact	PersonX zig when PersonX shoulds zag	like he did the wrong thing, he should have zagged
xAttr	PersonX takes shelter	aware
xEffect	PersonX controls PersonX's behavior	Stays out of trouble
xReact	PersonX feels ready	excited
xAttr	PersonX sees anything	watchful
xIntent	PersonX is a very picky eater	to only eat their favorites
oEffect	PersonX decides to help PersonY out	is grateful to personX
oEffect	PersonX takes PersonX's dog to the dog park	dog plays
oWant	PersonX stops working one day	to fill in for PersonX
xNeed	PersonX gets many compliments	to look good
xWant	PersonX comes into PersonY's hands	to talk to y
xReact	PersonX has a bad day	negative
xEffect	PersonX plants a seed	knees pop when standing up
xEffect	PersonX takes a drink	fulfills thirst
oEffect	PersonX is working on PersonY's car	drives the car
xReact	PersonX gives ___ for christmas	good about themselves
xWant	PersonX practises every ___	to win
oWant	PersonX gets ___ as well	to finish their day
oEffect	PersonX engages PersonY's attention	has a conversation
xReact	PersonX opens PersonY's eyes	happy
oEffect	PersonX leaves the ___ in PersonY's hands	do hard
xIntent	PersonX plays it every day	to practice guitar well
xAttr	PersonX accidentally spilled	clumsy
xAttr	PersonX works full time	hard-working
xAttr	PersonX gets PersonY a new one	loving
oWant	PersonX is shopping one day	to purchase items
xAttr	PersonX takes a math test	nervous
xIntent	PersonX follows suit	to fit in
xAttr	PersonX looks good	Attractive
xNeed	PersonX visits PersonY's relatives	to be invited
xIntent	PersonX sells PersonY's goods	earn
oReact	PersonX revs PersonY's engine	curious
oEffect	PersonX gets PersonY's car fixed	Drive off
oReact	PersonX calls ___ names	assaulted
oReact	PersonX takes the field	tired
xEffect	PersonX increases PersonX's power	PersonX becomes heavier
xNeed	PersonX gets stitches	to go to the doctor
xWant	PersonX rids PersonY's motorcycle	to drive really fast
oEffect	PersonX throws PersonX's ___ around PersonY	then y is arms around person
oWant	PersonX likes PersonY so much	PersonY will need to react
xReact	PersonX assesses students ' ___	competent
xWant	PersonX throws PersonY a surprise party	to surprise
oReact	PersonX hates PersonY's guts	upset
xNeed	PersonX puts PersonY's ___ into effect	to communicate with y
xEffect	PersonX buys PersonX's supplies	becomes prepared
xAttr	PersonX buys a new fish	interested
oWant	PersonX takes ___ to jail	to admit to crimes
xAttr	PersonX takes ___ at home	Odd
xNeed	PersonX orders a hamburger	to have money
oReact	PersonX plays fetch with PersonY	involved
oReact	PersonX is really loud	irritated
xWant	PersonX makes PersonY's ___ in the world	to continue a relationship with PersonY
xAttr	PersonX volunteers PersonX's time	Generous
xAttr	PersonX sweeps the ___ away	meticulous
xWant	PersonX detects ___ early	make an adjustment
oEffect	PersonX prevents a ___ from forming	tries to reform
xEffect	PersonX invites ___ to lunch	good taste
oEffect	PersonX tells PersonY a story	listens attentively
xEffect	PersonX loves candy	hopes to get sweets
xIntent	PersonX gets PersonY's books	to be helpful
xIntent	PersonX goes to an amusement park	to have fun
xReact	PersonX starts to laugh	great
oWant	PersonX asks PersonX's friend PersonY	to see if the answer is correct
xIntent	PersonX takes PersonY to church	to do that
xReact	PersonX tells PersonX's kids	assured
oReact	PersonX cleans PersonY's cage	grateful
oWant	PersonX loves PersonY's husband	marry person x
oWant	PersonX prepares another ___	to enjoy what PersonX created
xNeed	PersonX finally saved up ___	to put it in the bank
xNeed	PersonX renders ___ to PersonY's country	to join the army
xReact	PersonX makes no sense	confused
xEffect	PersonX breaks PersonY's nose	get arrested for physical violence
oReact	PersonX calls ___ back inside	annoyed
xEffect	PersonX lines PersonX's pockets	GLAD TO THAT
xEffect	PersonX gets back to work	Brain focuses
xIntent	PersonX is trying to quit smoking	to be healthy
xReact	PersonX moves PersonY's head	quiet
xIntent	PersonX carries out PersonX's mission	to please his superiors
xAttr	PersonX goes ___ in the pool	energetic
xIntent	PersonX uses PersonX's name	to lie to the police
xEffect	PersonX needs a new car	get quotation
xReact	PersonX speaks well of PersonY	satisfied
oEffect	PersonX pays PersonX's fees	NONE
oWant	PersonX asks PersonY question	to wonder what PersonX is thinking
xReact	PersonX carves pumpkins	festive
xNeed	PersonX gets ideas	to be stressed about something
xIntent	PersonX talks for an hour	to preach
oReact	PersonX follows PersonY's home	relief to be home
xAttr	PersonX changes PersonY's dress	skilled
oReact	PersonX is angry at PersonY's brother	upset
xAttr	PersonX is ready to play	sharp
xNeed	PersonX takes ___ to the mechanic	to make an appointment with the mechanic
oEffect	PersonX teaches ___ a lesson	Cries
oReact	PersonX changes PersonX's religion	happy
xReact	PersonX returns to PersonY's room	friendly
xReact	PersonX is going to have a baby	joyed
xNeed	PersonX writes books	to know how to spell
xAttr	PersonX gets any sleep	happy
xIntent	PersonX becomes a teacher	to share information
xWant	PersonX measures ___ accurately	to cut the pieces using the new measurements
xEffect	PersonX gets the wrong one	is punished
oWant	PersonX reaches out PersonY's hand	to observe PersonX
xEffect	PersonX loves basketball	gets exercise
xReact	PersonX has been studying all week	ready
xNeed	PersonX succeeds PersonX's father	He studies the trade.
xNeed	PersonX teaches children the ___	make a lesson plan
oReact	PersonX wants to fight	angry
xAttr	PersonX recently visited	adventurous
xEffect	PersonX takes ___ at PersonX's local community college	chest swells with pride
xAttr	PersonX makes a mental note	thoughtful
oWant	PersonX prepares ___ for work	to work hard
xNeed	PersonX adds the ___ to the list	to buy groceries
xReact	PersonX feels even worse	awful
oEffect	PersonX develops PersonY attitude	learns something new
xNeed	PersonX can n't wait to go back	to really enjoy the arcade
xReact	PersonX enjoys it so much	interested
xReact	PersonX makes ___ last week	happy.
xNeed	PersonX buys ___ from a friend	to barter for a price
oEffect	PersonX shows PersonX's cards	Others win or lose the round.
oEffect	PersonX gives PersonY a lesson	learn a lot
oEffect	PersonX carries PersonY into effect	gives thanks
xWant	PersonX starts dancing	be joined by other dancers
xWant	PersonX binds the ___ together	Throw a party.
xIntent	PersonX teaches PersonY how to fish	to have company
xIntent	PersonX moves the furniture	to make room
oReact	PersonX scares PersonY away	afraid
xIntent	PersonX spends all week	to complete his work
oReact	PersonX tries to ask PersonY out	joy
oEffect	PersonX keeps PersonY's promises	develops relationship
xReact	PersonX talks to PersonX's brother	nostalgic
xWant	PersonX makes a nice dinner	to chat over dinner
xIntent	PersonX lives by the ocean	to be close to nature
xNeed	PersonX is a terrible cook	to have it come out less than satisfactory
xWant	PersonX loves the show	turn on tv
xEffect	PersonX leaves the area	Hides under roof
xIntent	PersonX buys flowers	to make the house cheerful
xReact	PersonX feels like a PersonY	herself
xReact	PersonX makes a ham sandwich	full
xReact	PersonX feels hungry	exhausted
xAttr	PersonX leaves PersonX's dog	rude
oWant	PersonX ends PersonY's life	to catch the killer
oReact	PersonX gets hold of PersonY	to help x
xReact	PersonX shows PersonX's cards	anxious
oEffect	PersonX gives PersonY look	Asks PersonX for answers
xIntent	PersonX rides PersonX's bike to school ___	to get to school in a green and healthy manner
xReact	PersonX reduces PersonX's costs	happy
xNeed	PersonX tilts PersonY's head slightly	be close to persony
xReact	PersonX pulls the wool over PersonY's eyes	intelligent
xIntent	PersonX wants to say something	to speak out
xWant	PersonX buys the tickets	go to the assigned seats
oWant	PersonX gives PersonY a copy	get back to work
xReact	PersonX burns PersonX's bridges	desperate
oWant	PersonX catches PersonY's hand	to push PersonX away
oEffect	PersonX holds PersonY close	smile
oWant	PersonX puts PersonY's ___ into effect	to maintain order
xEffect	PersonX checks under PersonX's bed	Sees dirt
xAttr	PersonX leaves empty handed	unskilled
oWant	PersonX whispers ___ in PersonY's ear	to tell the secret
xWant	PersonX costs PersonY nothing	to help
oWant	PersonX is rushed to the hospital	honk hotn
xEffect	PersonX shuts my eyes	returns to their normal activity
oWant	PersonX fights another ___	to fight back
xAttr	PersonX photocopies or ___ electronically from this work	sly
oWant	PersonX talks over PersonY's head	to think there may be other ways of doing things
xAttr	PersonX visits PersonY's father	nervous
oWant	PersonX has a doctor 's appointment	to give Person X an exam.
xAttr	PersonX puts things right	thoughtful
xIntent	PersonX leaves the classroom	to go to the restroom
xReact	PersonX is a substitute teacher	inspired
xIntent	PersonX takes the day	time to relax
xWant	PersonX hears a strange sound	to find out where the strange sound is coming from.
oWant	PersonX meets PersonX's sister	to get to know their sibling.
xWant	PersonX starts the engine	to drive
xWant	PersonX buys PersonX's own shoes	to wear the shoes
xEffect	PersonX scares away ___	gets thanked
xAttr	PersonX never thought	rash
xIntent	PersonX does ___ next time	to postpone the meeting
xWant	PersonX gets any better	to heal
xEffect	PersonX gives PersonY a start	become good starter
xEffect	PersonX spends ___ traveling	years for home
oWant	PersonX is shot and killed	to escape from police
xAttr	PersonX sees PersonY in PersonZ's office	aware
xIntent	PersonX uses PersonX's words	to be genuine.
oReact	PersonX buys ___ for the family	pleasantly surprised
xReact	PersonX makes up PersonY mind	careness
oReact	PersonX invites PersonY's friends over	happy
xWant	PersonX takes PersonY to the emergency room	call staff
xEffect	PersonX takes PersonX's truck	transfer goods
oEffect	PersonX takes the gilt off the gingerbread	Loses interest
xIntent	PersonX narrows PersonX's choices down	to make a decision
oWant	PersonX walks beside PersonY	sit and rest somewhere
xIntent	PersonX makes pancakes	to eat
xAttr	PersonX instantly fell in love	open
oReact	PersonX opens PersonY's car	trusting of personx
xEffect	PersonX is coming up soon	practices
xReact	PersonX returns home from work	relaxed
xWant	PersonX hears the song	to get into it
xAttr	PersonX petitions the ___ for a redress	capable
xNeed	PersonX conquers PersonX's fears	to be brave
oEffect	PersonX tells PersonY stories	gets informed
xReact	PersonX feels foolish	absent-minded.
oWant	PersonX has words	to escape
oEffect	PersonX gives PersonY medicine	Feels better
xAttr	PersonX takes the class	Studious
xAttr	PersonX releases PersonY's grip	Careless
xEffect	PersonX puts ___ on PersonY's hips	more interest
oWant	PersonX uses PersonY's ___ to prevent	To help person X
xEffect	PersonX cuts PersonX's hand	PersonX gets a bandage
xAttr	PersonX makes PersonY's home	helpful
xAttr	PersonX finds it delicious	good
xNeed	PersonX puts PersonX's money	to make money
oEffect	PersonX exceeds ___ in weight	avoid talking about weight gain
xNeed	PersonX loves to play basketball	to practice
oReact	PersonX gets PersonX's claws out	scared
xNeed	PersonX makes PersonY's dream come true	to provide for PersonY
xReact	PersonX gets ___ at school	strong
xIntent	PersonX washes dishes	to do a good deed
xReact	PersonX goes to the mall with PersonY's mom	pleased
xEffect	PersonX gets ice cream	satisfied
xReact	PersonX fails the test	upset with themselves
xEffect	PersonX shares ___ with PersonX's friend	his friend gives him a hug
xEffect	PersonX meets for coffee	gets coffee spilled on clothes
xReact	PersonX drops the bag	relieved
xIntent	PersonX drives ___ to the hospital	to be helpful
oEffect	PersonX pulls PersonY's back	She hangs on
xWant	PersonX finishes the marathon	to impress with fitness
xIntent	PersonX rides PersonY's bike ___	to get somewhere.
oReact	PersonX has a best friend	like they also have someone to hang out with.
xEffect	PersonX feels very uncomfortable	becomes nervous
xWant	PersonX yells silently	to relax
oWant	PersonX accidentally shot	to have an operation
oWant	PersonX spends ___ with PersonX's family	to welcome a close friend
oWant	PersonX hears ___ behind PersonY	to check on the noise
xReact	PersonX comes to PersonY's aid	helpful.
xIntent	PersonX buys ___ in the market	to maintain his house
xEffect	PersonX attends to PersonY's business	he buys something
oWant	PersonX uses ___ in class	to give person x a failing mark
oWant	PersonX gives PersonY's mom	to thank PersonX.
oEffect	PersonX is shot and killed	police study circumstances of death
oWant	PersonX asks PersonY to wait	find out why
xReact	PersonX completes PersonX's workout	sore
oWant	PersonX gets better grades	to help PersonX succeed in school
xAttr	PersonX blows the ___ away	active
xWant	PersonX takes hours	stops going activity
xIntent	PersonX gets water	to wash something
xIntent	PersonX opens a bottle of wine	to make a toast
xNeed	PersonX becomes PersonY officer	to learn to be an officer
oReact	PersonX precedes PersonY's death	sad
xReact	PersonX breaks every ___ in PersonY's body	violent
xReact	PersonX wants a baby	lonely
xNeed	PersonX drops off the radar	to find a place to hide
xEffect	PersonX seeks god 's ___	prays
xNeed	PersonX lets go of PersonY	to cut ties with PersonY
xAttr	PersonX commits to PersonY's care	caring
xNeed	PersonX tells PersonY where to shove it	to walk up to PersonY
xReact	PersonX makes it to the top	confident
oWant	PersonX buys flowers	enjoy the gift
xEffect	PersonX tells tales out of school	projects their voice
xAttr	PersonX lifts PersonY's head	gentle
oEffect	PersonX keeps staring at PersonY	gets irritated
xAttr	PersonX understands PersonY well	Sympathetic
xEffect	PersonX moves to a big city	hears noise everyday
oReact	PersonX puts PersonZ's ___ around PersonY	helpful and friendly
xAttr	PersonX buys to let	dutiful
xEffect	PersonX tries to call PersonY	listens for answer
xWant	PersonX struggles to make ends meet	to win the lottery
xNeed	PersonX delights in ___	food
xIntent	PersonX means business	to control others
xNeed	PersonX covers PersonX's bases	to make a plan
oWant	PersonX falls upon PersonY	to brush himself off
xReact	PersonX calls PersonY into the office	informative.
xNeed	PersonX avenges PersonY's death	to not like how they died
xAttr	PersonX takes a trip to the zoo	friendly.
xReact	PersonX asks PersonY opinion	more knowing
xReact	PersonX wants a sandwich	hungry
oEffect	PersonX runs PersonX's ___ through PersonY's hair	ticklish
xAttr	PersonX grows a beard	lazy
xEffect	PersonX tells PersonY was going on	is thanked
xIntent	PersonX paints PersonY's toenails	it's part of personx's job
xNeed	PersonX is painting PersonY's nails	Nail polish
xWant	PersonX uses ___ efficiently	to save power for the future
xEffect	PersonX advances upon PersonY	gets promoted
xReact	PersonX prevents the ___ from leaving	happy that they're doing the right thing
oWant	PersonX shines in PersonY's eyes	cause problems
oReact	PersonX meets PersonY's boyfriend	friendly
xReact	PersonX performs PersonX's functions	accomplished
xIntent	PersonX calls PersonX's grandparents	to stay in touch
xWant	PersonX uses every effort	beat the competition
oEffect	PersonX expresses PersonY ___ to PersonZ wife	Opinions are formed about person y
xIntent	PersonX applies for college	to attend college
oWant	PersonX gets PersonY job	to find another job
oReact	PersonX teaches PersonY dog ___	grateful
xEffect	PersonX gets ___ for my birthday	thanks the person
xEffect	PersonX crosses ___ over PersonY's chest	touches Person Y
oReact	PersonX keeps talking	included
xEffect	PersonX runs a red light	TRAPIC LIGHT
xEffect	PersonX stops at a light	puts foot on brake
xEffect	PersonX builds ___ together	they build another one
oEffect	PersonX reaches PersonY agreement	good
oReact	PersonX finds PersonY one	glad
oWant	PersonX says things like	to get rid of him
xAttr	PersonX wants to go to PersonY	manipulative
oReact	PersonX gets PersonY's phone number	excited
xReact	PersonX sends umi a ___	anxious
xNeed	PersonX heads to the park	a car
oWant	PersonX lets PersonY leave	goes to a party
xIntent	PersonX rules the day	to be professional
oWant	PersonX wins a hundred dollars	to win the next time
xEffect	PersonX tries to clean it up	uses bleach
xWant	PersonX has to run to the store	pay bill
xReact	PersonX lays PersonX's ___ on the table	accomplished
xEffect	PersonX spends some quality time	body stops aching
oWant	PersonX recently made ___	To see what X has to sell
oWant	PersonX wishes could say	to wonder what they are going to say
xReact	PersonX keeps PersonX's pants on	modest and glad
xWant	PersonX pushes the car	solution
oEffect	PersonX saves PersonX's father 's ___	get looked at by paramedics
xReact	PersonX finds one 's ___	more respect for themselves
xAttr	PersonX loses ___ of the fact	sidetracked
xNeed	PersonX gets PersonY's phone number	to make a good impression
xWant	PersonX invites PersonY's friends and family	socialize
oWant	PersonX loves PersonY to death	X to back off
xIntent	PersonX asks PersonX's friend for help	advice
xIntent	PersonX holds PersonX's tongue	avoid an argument
oWant	PersonX feels discouraged	spend some good time with PersonX
xIntent	PersonX drops trow	attention
xReact	PersonX eats something	pleased
xNeed	PersonX gives PersonX's position	to retire
xIntent	PersonX enters PersonY house	to rob something
xWant	PersonX gives PersonY's directions	to go about their day
oWant	PersonX enters the king 's ___	to solve his problem
xAttr	PersonX sees a scary movie	nervous
xIntent	PersonX screams with joy	to express their feelings
xWant	PersonX always tried	to make a difference in the world.
xWant	PersonX takes a dim view of ___	To stick with what they believe
xEffect	PersonX takes ___ to a bar	gets driven home drunk
oWant	PersonX puts PersonY in jail	to not go to jail
xEffect	PersonX builds PersonX's houses	GET NEW HOUSE
xWant	PersonX dusts off a batter	put the batter back down
xNeed	PersonX finds ___ at a store	get a shopping cart
oEffect	PersonX finds PersonY's way back	stops being scared
xWant	PersonX describes accurately the ___	to send pictures
xIntent	PersonX sends PersonY to a school	persony to learn
oEffect	PersonX treats like dirt	Replies with an insult
xNeed	PersonX spends time with PersonY's friends	He puts on music.
oEffect	PersonX exercises PersonY authority	take care people
xAttr	PersonX works on PersonY's car	friendly
oWant	PersonX returns to PersonY's room	to hang out
xIntent	PersonX would go away	to give up
xWant	PersonX brings it inside	to find a place for it
oWant	PersonX visits PersonY's grandma	to spend time with grandkids
xWant	PersonX moves to a new school	to sign up
oEffect	PersonX asks the woman	Accepts X's proposal
xNeed	PersonX fights for PersonY's country	move to PersonY's country
oReact	PersonX rehearses PersonY's lines	grateful
xEffect	PersonX wants PersonY's kids	Loses their friendship with Y
xIntent	PersonX bleaches PersonY's hair	to help person y
xWant	PersonX drenches in sweat	to change clothing
xReact	PersonX is on vacation in florida	elated
xReact	PersonX pays ___ to support	included
xIntent	PersonX plays all night	to have an audition.
xAttr	PersonX puts PersonY in the way	Mean
oWant	PersonX enters a marathon	to hand out medallions to all the runners
xWant	PersonX carries PersonY home	to follow PersonY in
oWant	PersonX pays PersonY dollars	to drop off person x
xNeed	PersonX wears high heels	learn how to walk in high heels
oWant	PersonX raises ___ by taxation	others may be mad at person x and talk to him
xAttr	PersonX prepares another ___	dedicated
oEffect	PersonX asks PersonY for a pencil	other one take
oWant	PersonX increases PersonX's strength	to get stronger too
xNeed	PersonX carries PersonX's ___ far	She gets a letter in the mail
xWant	PersonX leaves PersonX's phone	to search for phone
xAttr	PersonX raises ___ for purposes	willful
oWant	PersonX holds back the ___	to talk about other things
xAttr	PersonX calls PersonY friend	social
oEffect	PersonX serves PersonY's interests	GET THEIR INTEREST MET
xWant	PersonX eats ___ for a week	to get some icecream
oReact	PersonX knows PersonY very well	also happy
xReact	PersonX heads back ___	homesick
xReact	PersonX hears PersonY sing	mesmerized
xWant	PersonX clears PersonX's name	to celebrate with friends
oWant	PersonX chases the ball	to have fun
xWant	PersonX comes quickly	go slower
oEffect	PersonX causes PersonY trouble	complaint
xEffect	PersonX gets PersonX's girlfriend	sings all the time
xEffect	PersonX returns to PersonX's room	gets a snack
oEffect	PersonX sees PersonX's husband	husband speaks back
oEffect	PersonX gives ___ a refund	gets money
oReact	PersonX would hire PersonY	worthwhile
xIntent	PersonX calls PersonX's neighbor	to ask if she can watch the house
xWant	PersonX gets a great grade	to for higher grade
xNeed	PersonX leaves PersonX's father 's ___	to have been with PersonX's father
xWant	PersonX moves far away	get a new job
xAttr	PersonX takes ___ across the country	friendly
xIntent	PersonX makes lasagna	to be creative
xNeed	PersonX wants a puppy	go to pet store
oEffect	PersonX tells PersonY's anything	learns information
oReact	PersonX gives ___ PersonX's money	paid back
xIntent	PersonX is driving home from work	to get there
oReact	PersonX crowds in on ___	irritated
oEffect	PersonX keeps house for PersonY	PersonY must make sure he/she has enough money to pay X
xIntent	PersonX recently took ___	to explore the place
oWant	PersonX prepares ___ for college	find a roommate
oReact	PersonX drives the ___ back	scared
oReact	PersonX takes PersonY shopping	satisfied
xAttr	PersonX adopts the dog	helpful
oWant	PersonX chooses ___ from the menu	to write down the order
xIntent	PersonX moves on with PersonY's life	to look ahead to the future.
xIntent	PersonX walks beside PersonY	to get somewhere
oEffect	PersonX gets PersonX's phone	do not have a phone
xIntent	PersonX wears ___ all the time	to smell good
xNeed	PersonX brings a ___ to bear	match
xIntent	PersonX is sitting in class	to listen teaching
oEffect	PersonX makes PersonY plans	has plans
oWant	PersonX calls the school	to hang up the phone
xAttr	PersonX is running for president	determined
xReact	PersonX brings the ___ into contact	accomplished
xWant	PersonX brings ___ along	To display it to others
oEffect	PersonX sees ___ in PersonY's room	gets alerted by PersonX
xIntent	PersonX makes ___ on PersonX's test	to make great grades
xEffect	PersonX leaves ___ at school	goes back to school
xEffect	PersonX goes every day	drives
oEffect	PersonX cups PersonY's face	good
oReact	PersonX retraces PersonY's steps	hefped
oReact	PersonX declares PersonX's ___ to become	informed
xWant	PersonX is doing really well	continue doing their behaviors
xIntent	PersonX uses PersonY's resources	to use other person's resources.
xIntent	PersonX rides PersonX's bike every day	to enjoy a hobby
xIntent	PersonX drives to the nearest store	to go
xEffect	PersonX takes ___ to complete	completes task
xAttr	PersonX never showed up	unreliable
oWant	PersonX pays the fiddler	to thank PersonX for the money.
xAttr	PersonX throws ___ into the water	pranster
xAttr	PersonX finally convinced	self assured
xReact	PersonX traces PersonY's ___ back	a clearer sense of the reasons for persony's failings
xWant	PersonX goes home that day	to go to sleep
xAttr	PersonX wants to hang out	outgoing
xNeed	PersonX decides to hire a tutor	to find a tutor
xNeed	PersonX teaches or ___ religion	to study at the church
xEffect	PersonX obtains ___ from the government	invest in land
xReact	PersonX has PersonX's birthday party	happy.
oEffect	PersonX helps PersonY's practice	to be safe
oWant	PersonX saves PersonX's skin	to catch PersonX
xReact	PersonX gives ___ away	happy
oEffect	PersonX wants to have a baby	Has sex.
oWant	PersonX touches the hem of PersonY's garment	to move away from PersonX
oEffect	PersonX takes PersonY life	die
xIntent	PersonX loves PersonY to death	to be loved
xEffect	PersonX starts to feel sick	looks pale
xNeed	PersonX goes mini golfing	find a place to mini golf.
xNeed	PersonX rides PersonX's skateboard	to learn how to ride a skateboard
xWant	PersonX checks on PersonY's son	to go back to their house
oEffect	PersonX makes it to the finals	keeps an eye on the competition
xIntent	PersonX is mowing PersonY's lawn	to make a quick buck
xIntent	PersonX gets the lead role	to make parents proud
oReact	PersonX sings happy birthday	appreciated
xEffect	PersonX hears PersonY's talk	gives a rebuttal
xWant	PersonX returns to PersonY's room	To get something for Y
xNeed	PersonX spills wine	get wine
xAttr	PersonX makes one instead	competent
xAttr	PersonX minds PersonY business	Caring
xReact	PersonX resigns PersonY's commission	hopeful
oWant	PersonX wins tickets	to use the tickets
xReact	PersonX chases PersonY around	motivated and rambunctious.
xIntent	PersonX distinguishes ___ from reality	to know new things
xEffect	PersonX attempts another ___	gains new knowledge
oReact	PersonX hears the fire alarm	worried
xNeed	PersonX learns to play the guitar	find a way to learn
xNeed	PersonX sets a new record	to practise practise practise
xWant	PersonX keeps within limits	to finish what they are doing
xReact	PersonX impresses PersonY's wife	embarrassed
xAttr	PersonX takes ___ in the past	sure of themselves
xEffect	PersonX finds a frog	is poisoned by frog
oWant	PersonX claims PersonX's prize	to confirm personX won the prize
oWant	PersonX throws a huge party	to help clean up
xIntent	PersonX walks ___ alone	to travel on his own
oWant	PersonX uses PersonY's laptop	to get their laptop back
oReact	PersonX wants to hire PersonY	happy.
xNeed	PersonX learns to ride a bike	to have a bike
xReact	PersonX hurts my ankle	sorry for it
oWant	PersonX plays catch	to have fun
xWant	PersonX invites ___ to a party	make food for the event
xNeed	PersonX makes PersonX's sandwich	to buy the ingredients for a sandwich
xWant	PersonX works ___ lately	go on vacation
xIntent	PersonX wants to watch a scary movie	diversion
xEffect	PersonX rests every ___	has more energy
xNeed	PersonX loses a bet	to have money or collateral.
xAttr	PersonX becomes homeless	ragged
oWant	PersonX looks just like PersonY	to tell PersonX to change his/her style
xReact	PersonX is nervous about making friends	mentally worn out
oReact	PersonX looks down upon PersonY	scared
xNeed	PersonX wants to spend time with PersonY	to ask PersonY out
xNeed	PersonX allows pets	He rents out apartments.
xWant	PersonX tries to bite PersonY	She calls the cops
oWant	PersonX reads PersonY's favorite book	thanks them
xEffect	PersonX cuts ___ badly	gets stitches
xAttr	PersonX shows PersonY's face	bold
xAttr	PersonX buys a new sweater	capable
oReact	PersonX invites PersonY's friend	thankful
oWant	PersonX serves PersonY's ends	to thank person X
xReact	PersonX laughs a lot	amused
xAttr	PersonX expresses PersonX's sympathy	empathetic
xIntent	PersonX holds PersonX's tongue	to be polite
xNeed	PersonX builds a snowman	to decide where to put the snowman.
oWant	PersonX takes care of PersonY	to be back to normal
xAttr	PersonX has no money left	dejected
xReact	PersonX waits PersonX's turn	bored
xWant	PersonX hears PersonY sing	do something else
oReact	PersonX has gone missing	worried
oWant	PersonX honks PersonX's horn	to get rid of him
oReact	PersonX demonstrates PersonX's ability	happy
xReact	PersonX pays a ___ to get	happy,playful
xEffect	PersonX picks berries	gets dirty
oWant	PersonX boos PersonY off the stage	to not care (PersonY)
xWant	PersonX counts PersonX's blessings	to feel happy.
xAttr	PersonX tickles PersonY's fancy	Shimmering
xNeed	PersonX invites friends	to find out if the friends are available
xIntent	PersonX takes a day off	to relax
xNeed	PersonX gets a new laptop	to pick out the one they want
xNeed	PersonX dries PersonX's tears	to decide to stop crying
xIntent	PersonX persuades PersonY to leave	to move on
xAttr	PersonX grabs PersonX's lunch	domineering
xNeed	PersonX is within PersonY's power	to be weaker
oWant	PersonX helps PersonY's community	to make improvements
xWant	PersonX pays a visit	to eat together
oReact	PersonX is working hard at PersonX's job	happy with person x.
oReact	PersonX writes back	reciprocated.
oReact	PersonX quickly took	angry
oReact	PersonX is in the car with PersonX's mom	glad
xAttr	PersonX starts hiking	active
oReact	PersonX proves everyone wrong	unhappy
oEffect	PersonX raises PersonY's hands	feel closer to PersonX
xNeed	PersonX makes a living	to learn skills
xIntent	PersonX draws PersonY's ___ away	to not feel uncomfortable
xEffect	PersonX likes PersonY's job	gets invited to join
xReact	PersonX plays ___ online	self-congratulatory
xIntent	PersonX makes pizzas	to serve others
xNeed	PersonX works diligently	to find out the duties
oWant	PersonX sends PersonY to school	go home
xWant	PersonX gets a parking ticket	to go to court
xWant	PersonX plays with PersonY's hair	to kiss PersonY
xWant	PersonX finds PersonX's glasses	to bring them to PersonY
xIntent	PersonX eats PersonY's lunch	feed a hunger
xAttr	PersonX wants one too	curious
xAttr	PersonX wants PersonY's hair	brave
xNeed	PersonX takes time off	To be a employee
oWant	PersonX guides PersonY's actions	to express his gratitude
xEffect	PersonX takes PersonY to the store	receives thanks
oReact	PersonX rubs PersonY's hands together	feel good and warm
xNeed	PersonX finds ___ for sale	to go to a garage sale
oReact	PersonX wants to throw a party	sociable
oReact	PersonX takes PersonY to see a doctor	grateful
xIntent	PersonX visits PersonY's father	is friends with persony's dad
xEffect	PersonX accidentally shot	anger
xNeed	PersonX sweeps PersonY away	to take PersonY on a cruise
xIntent	PersonX prevents ___ from developing	nation
xReact	PersonX turns green	uncomfortable
xNeed	PersonX carries a torch for ___	rescue in night
oWant	PersonX tells the story	to thank person x for the story
xReact	PersonX is class president	proud and victorious
xNeed	PersonX puts ___ in the paper	to get a pen and paper
xEffect	PersonX is an hour late for work	Misses a meeting
xWant	PersonX knows what is what	to prove his authority
oEffect	PersonX moves slowly	gets stalled behind personX
oReact	PersonX challenges PersonY's brother	defensive
xReact	PersonX loses the first game	sad
oReact	PersonX lays at PersonY's feet	uneasy.
xIntent	PersonX decides to start taking lessons	to improve
xReact	PersonX buys it right away	accomplished
xReact	PersonX loves PersonY's ___ dearly	love
xReact	PersonX runs PersonY's hand through PersonY's hair	content
xReact	PersonX has the courage to tell PersonY	relieved
