prefix	input_text	target_text
xEffect	PersonX tells tales out of school	person x recounts
oReact	PersonX catches the ___ back	sad
oEffect	PersonX brings up something more universal	they suggest other things to talk about
xWant	PersonX puts PersonY's ___ to work	to split the proceeds in his favor
xEffect	PersonX makes sense in terms	person x feels foolish
xReact	PersonX invites PersonY over for dinner	happy
xNeed	PersonX plays a ___ in causing	to see busy intersection
oEffect	PersonX rubs PersonY's temples	congragulated
xAttr	PersonX supports PersonY's claims	supportive
xEffect	PersonX lends PersonY the money	hands over the check
oEffect	PersonX has an eye for ___	wants them to look at their work
oEffect	PersonX grabs PersonY's chest	Has their space invaded
oEffect	PersonX knows PersonY's stuff	become friends with PersonX
oWant	PersonX seeks PersonY interview	to evaluate PersonX
xWant	PersonX buys a new home	to have a house warming party
xIntent	PersonX brings PersonY's car	to make sure that y has their car.
oEffect	PersonX adjusts PersonX's ___ accordingly	Gets late
xWant	PersonX makes chocolate chip cookies	to eat one of the cookies
oWant	PersonX goes to the bar with PersonX's friends	to talk about fun things
xEffect	PersonX is driving home one night	he has intent of being somewhere else
oReact	PersonX moves back home	happy
xWant	PersonX finds ___ to read	to buy the book
xEffect	PersonX kisses PersonY lightly	is kissed back
xNeed	PersonX sells PersonY on ebay	open ebay account
xNeed	PersonX ensures PersonY's success	to make arrangements for it
xReact	PersonX accidentally knocked over	fearful
oEffect	PersonX uses PersonY number	Gets weird phone calls
xWant	PersonX looks hard at PersonY	to talk to him
xAttr	PersonX shows PersonY's face	bold
xIntent	PersonX grows stronger every ___	strang tree
xAttr	PersonX comes a long way	exhausted
xIntent	PersonX reaches for PersonY's phone	to have it
xWant	PersonX comes and help	insure safety
xNeed	PersonX removes PersonX's hat	Insult PersonY
oWant	PersonX kills PersonY's wife	to have a funeral for their wife
oEffect	PersonX says unto PersonY	responds
oWant	PersonX takes ___ to the shelter	to find a job
xIntent	PersonX takes the job	make money
oWant	PersonX invites PersonY's friend	thank PersonX for the invitation
xWant	PersonX takes the dog	TO PLAY WITH DOG
oEffect	PersonX is driving PersonY nuts	becomes stressed
xEffect	PersonX collapses on the ground	get a headache
xAttr	PersonX throws ___ on the floor	infuriated
oEffect	PersonX gives PersonY proof	Accepts X's proof
xAttr	PersonX likes the sound of PersonX's own voice	pleased
oEffect	PersonX teaches PersonY the art	listens
xAttr	PersonX tries hard enough	struggling
xIntent	PersonX leads ___ astray	to be evil
xAttr	PersonX feels ___ on PersonY's line	aware
oReact	PersonX gives PersonY ___ instead	thankful
xReact	PersonX teaches ___ to students	pleased with the progress their class is making.
oReact	PersonX resolves PersonY's problems	freedom
xEffect	PersonX gives PersonY a son	has to provide
xAttr	PersonX gets PersonX's passport	mature
oEffect	PersonX views the ___ differently	could change laws.
xReact	PersonX reduces the ___ by a factor	nice
xReact	PersonX gives PersonY information	good.
oEffect	PersonX picks a fight	must fight or flight
oReact	PersonX takes first place	unhappy
oEffect	PersonX prevents ___ to others	doesn't worry as much
oReact	PersonX is going to get married	loved
xNeed	PersonX runs a race	stretch
xReact	PersonX sprays paint	proud
xNeed	PersonX watches ___ all the time	to turn on the tv
xEffect	PersonX makes room	is appreciated
xWant	PersonX asks tom	they want to go for a movie
oReact	PersonX asks ___ to the prom	happy
xNeed	PersonX does ___ one day	to take action
oWant	PersonX acknowledges with thanks the ___	to shake PersonX's hand
oReact	PersonX plies PersonY with questions	violated
xWant	PersonX carries a torch for ___	defend the thing
xAttr	PersonX sleeps through the night	passed out
oWant	PersonX adopts the cat	purr
xReact	PersonX suddenly felt ___	sad
xIntent	PersonX loves PersonY to death	to be loved
oWant	PersonX gives PersonX's candy	To ask how it tastes
xWant	PersonX screams and ran	to call a friend/partner for support
xIntent	PersonX learns how to fly	to be a pilot
oWant	PersonX assists ___ in identifying	to understand the findings
xNeed	PersonX teaches PersonY dog ___	decide which trick he want to teach
xEffect	PersonX drives to PersonX's job	NONE
xWant	PersonX travels ___ to reach	Say hi to his friends.
xNeed	PersonX makes PersonX's living	to learn a skill
xReact	PersonX allows PersonY to keep the dog	warm and fuzzy
xIntent	PersonX walks to PersonX's desk	to get some work done
xAttr	PersonX gets married in PersonY	romantic
xIntent	PersonX up the ante	to increase the challenge
xWant	PersonX decides to check it out	report events
xAttr	PersonX climbs the mountain	adventurous
oReact	PersonX rubs PersonY eyes	grateful
oReact	PersonX orders PersonY back	sad
xNeed	PersonX makes a loud noise	Stubs his toe.
xReact	PersonX gets what PersonY needed	accomplished
xNeed	PersonX eats ___ for a week	to make salads often
oEffect	PersonX affords PersonY opportunity	get to obtain an experience
oEffect	PersonX hits my head	suffers injury
xReact	PersonX texts PersonY today	relieved
oReact	PersonX visits PersonY's family	joy, uplifted
oEffect	PersonX avoids eye contact	looks away
xWant	PersonX wants anything	to have a drink
xNeed	PersonX calls forth the ___	decide to call them forward
xAttr	PersonX smiles upon PersonY	devoted
xIntent	PersonX meets PersonY's sister	to go on a date
oWant	PersonX keeps PersonY long	to avoid being rude
xEffect	PersonX walks on the wild side	dies
xIntent	PersonX opens the oven	to get the food out
xNeed	PersonX moves to new york city	to find an apartment
xReact	PersonX crosses over PersonY's chest	a bit rude
xIntent	PersonX accepts the fact	to learn something new
xReact	PersonX gives PersonY's detention	baffled
xAttr	PersonX turns PersonX's ___ to look	curious
xIntent	PersonX knocks ___ out of the park	he wanted his team to win
xReact	PersonX keeps mum	silenced
oEffect	PersonX goes to the beach with PersonX's family	get hair wind blown.
xAttr	PersonX always refused	unhelpful
xNeed	PersonX minds PersonY business	to get his permission
xReact	PersonX is always good	humble
xNeed	PersonX places the ___ on a footing	lift feet
xReact	PersonX decides to go for a run	pumped up
xReact	PersonX dances with PersonY's friends	energized
xEffect	PersonX spends ___ on the grade	to spends year on the grade
oEffect	PersonX scratches PersonY's head	shouts at x angrily
xNeed	PersonX makes PersonY impression	Study the way they do certain things.
xAttr	PersonX has a cell phone	talkative
oWant	PersonX suits one 's ___	to be accepted
xAttr	PersonX puts PersonY under ___	controlling
xAttr	PersonX eats rice	healthy
oEffect	PersonX lets PersonY sleep	Muscles recover
xEffect	PersonX studies all night	All Nighter
xReact	PersonX has to get a cast	broken
xReact	PersonX avenges PersonX's brother 's ___	enraged and unforgiving
xEffect	PersonX argues PersonY's case	completes the task
xAttr	PersonX likes the idea	agreeable
xIntent	PersonX takes part in activities	to have fun
xAttr	PersonX asks ___ for help	nervous
xIntent	PersonX eats tofu	to eat
xNeed	PersonX gives PersonY a call	to have PersonY's number
oEffect	PersonX gives PersonY medicine	Feels better
xNeed	PersonX brings PersonY's dog	get leash
xIntent	PersonX sets ___ on the soil	enjoy the sand touch
xNeed	PersonX finally make	follow the recipe
xEffect	PersonX proves PersonY wrong	confidence in intelligence increases
oEffect	PersonX goes to the zoo with PersonX's family	see interesting things.
oReact	PersonX takes ___ off from work	they are happy to spend some time with him
xWant	PersonX loves swimming	find nearest swimming pool
xNeed	PersonX eats at a fast food restaurant	drive to resteraunt
oReact	PersonX yells for help	needed.
oReact	PersonX gives PersonY the power	surprised
xWant	PersonX follows closely the ___	to not make a mistake
xNeed	PersonX puts the fire out	to grab the extinguisher
oWant	PersonX pulls PersonY back	to be allowed to fight
oReact	PersonX expresses ___ in terms	eager
xIntent	PersonX gets some rest	rested
xIntent	PersonX delights in ___	to be entertained
xEffect	PersonX loses control of the car	sweaty from fear
xWant	PersonX plays PersonX's video game	to use the bathroom
xNeed	PersonX accidentally tripped	to be clumsy.
oEffect	PersonX espouses PersonY's cause	PersonY's cause is supported
xNeed	PersonX is working on PersonX's laptop	to sit down
oReact	PersonX undoes PersonY's belt	aroused
oEffect	PersonX gives ___ a refund	takes the money
xAttr	PersonX takes a family trip	available
xNeed	PersonX cuts the ribbon	to know about the project that is about to started
xWant	PersonX is due the next day	To think about what they do next
oWant	PersonX puts ___ on PersonY's face	wipe face
xAttr	PersonX affords anything	rich
xEffect	PersonX goes skiing	goes home
oWant	PersonX blesses PersonY soul	salvation
xNeed	PersonX moves ___ out of the way	push item
xIntent	PersonX lets PersonX's dog out	their dog to go to the bathroom
xWant	PersonX puts ___ aside	to eat something else
xAttr	PersonX eats potato chips	unhealthy
xAttr	PersonX gets married in PersonY	in love
xAttr	PersonX wins first place	athletic
xAttr	PersonX spends all morning	attentive
xReact	PersonX flies high	free
xAttr	PersonX loves PersonX's wife	enamored
oWant	PersonX protests too much	stay away from PersonX
xNeed	PersonX gets very scared	to witness something frightning
xEffect	PersonX takes shots	gets success or failure
xAttr	PersonX puts ___ in a bag	organized
oReact	PersonX stands in front of PersonY	annoyed.
oEffect	PersonX later found out	TO POSSITIVE
xAttr	PersonX smokes like a chimney	nervous
xNeed	PersonX puts ___ back together	to follow instructions
xIntent	PersonX makes a nice dinner	eat a delicious meal.
oWant	PersonX builds PersonY's nest	check out the nest
xAttr	PersonX wants a child	sad
xIntent	PersonX attains PersonX's majority	more power
oWant	PersonX hits ___ in the face	ask why person x hit them
oReact	PersonX kicks PersonY's legs	sad
xNeed	PersonX is not feeling well	to use the bathroom and not wash his hands.
xWant	PersonX toots PersonX's own horn	to revel in what will hopefully be admiration from others
xReact	PersonX writes PersonX's letter	grateful.
xIntent	PersonX rubs the fear of god into ___	to correct , make fearful
xReact	PersonX likes PersonX's work	proud
oReact	PersonX turns PersonY's ___ around	thankful for the help
xNeed	PersonX rushes to the store	to drive their
xWant	PersonX gets bored	look for activity to do
xNeed	PersonX climbs a mountain	to have warm clothes
xReact	PersonX takes a ski trip	excited
xAttr	PersonX calls the man	concerned for others.
xEffect	PersonX puts the eggs	Forgets about the eggs
oWant	PersonX meets girls	to know if PersonX has ulterior motives
oWant	PersonX accepts into college	to celebrate with their family/friend
xEffect	PersonX gets PersonX's way	Person X watches his movie
xReact	PersonX gets tackled	in pain
oWant	PersonX follows PersonY closely	call cops
oReact	PersonX establishes ___ in areas	comfortable
xWant	PersonX gets mail	to open bills
oEffect	PersonX keeps PersonY safe	stays safe
xIntent	PersonX keeps looking	to know what's going on
xReact	PersonX puts on PersonX's dancing shoes	excited and eager
oReact	PersonX looks at PersonY's wife	awkward
xIntent	PersonX visits PersonX's father	to make father happy
oWant	PersonX attends a concert	watch band
xIntent	PersonX gives PersonY's hand ___	to kiss
xNeed	PersonX makes ___ to school	find personY
xReact	PersonX sits in PersonY's chair	good, that he can finally sit down
oWant	PersonX sees a man about a horse	to let Person X tide the horse.
oEffect	PersonX gets PersonY order	PersonY returns the order he recieved
xIntent	PersonX stays far away	to be cautious
xNeed	PersonX pays PersonY rent	a car
xIntent	PersonX goes straight to bed	to not feel so very tired.
xAttr	PersonX sends a message	collaborative
xWant	PersonX cleanses PersonY from all unrighteousness	PersonY to pray
xAttr	PersonX can n't afford to fix it	poor
xAttr	PersonX is in art class	creative
xIntent	PersonX invests the money	to accomulate money
xReact	PersonX owes money	cheap
xEffect	PersonX crashes into a tree	Person x is hit by an airbag.
xNeed	PersonX asks PersonX's crush	to have doubt
xWant	PersonX is selling cookies	clean up
xReact	PersonX shoots the boots	bored
xWant	PersonX adopts a dog	to get the dog adjusted to a new home
xNeed	PersonX eats PersonX's own dog food	to have nothing else to eat
xAttr	PersonX brings PersonY's ___ back	helpful
xIntent	PersonX goes swimming with friends	to lose weight
xEffect	PersonX goes to get married	lied to
xNeed	PersonX is driving PersonY nuts	to be pestering her
oEffect	PersonX confiscates PersonY's property	lose the property
oEffect	PersonX leaves PersonY's ___ behind	weapons become missing
xReact	PersonX makes PersonY image	content
oWant	PersonX keeps PersonY's mouth shut	to stay quiet
xAttr	PersonX does n't want to go	frightened
xAttr	PersonX considers the ___ seriously	thoughtful
oReact	PersonX kisses arse	satisfied, because person x is nice
xWant	PersonX marries another man	to go on a honeymoon
oReact	PersonX asks PersonY's neighbor	not sure.
xNeed	PersonX gives PersonY idea	to talk to Person Y.
xIntent	PersonX imagines another ___	to discover more variety
xEffect	PersonX builds PersonX's houses	GET NEW HOUSE
xEffect	PersonX brings ___ inside	PersonX gets out of the rain
xIntent	PersonX plays violin	to play for enjoyment
oEffect	PersonX goes play in the traffic	kills person X
oEffect	PersonX forgets PersonY's list	Loses trust from clients
xNeed	PersonX hides PersonY's ___ under a bushel	to pick up something
xAttr	PersonX studies day and night	studious
xNeed	PersonX lends PersonY money	to have extra money
xEffect	PersonX starts a fight	to fight in the next time
oWant	PersonX makes a film	to watch it
oWant	PersonX turns a deaf ear	to get angry at PersonX
xAttr	PersonX moves to colorado	travelled
oWant	PersonX provides PersonY means	to have needs met
oReact	PersonX takes ___ lying down	relieved to tell something
xNeed	PersonX packs a bag	to open the closet
oEffect	PersonX cooks ___ on the stove	helps X cook
xIntent	PersonX takes a tour	to learn about the place
oReact	PersonX likes the food	glad
xReact	PersonX waits to get home	patient
xWant	PersonX takes PersonY to disney world	to explore disney world
oWant	PersonX plays basketball with PersonX's friends after school	to rest
oReact	PersonX calls ___ on PersonX's cell phone	knowledgeable
oWant	PersonX puts a lid on it	to give them a look
xAttr	PersonX gives ___ a raise	caring
oWant	PersonX gives PersonY a shove	to shove back
xReact	PersonX takes ___ for ice cream	sociable
xNeed	PersonX makes PersonY inference	to gather information
xEffect	PersonX sounds PersonY alarm	Has ringing in hears
oWant	PersonX changes PersonX's ___ for better	to observe PersonX
oWant	PersonX calls the company	answer phone
xWant	PersonX needs someone	get to know that person
xEffect	PersonX gives PersonY a hand	is pushed away
xNeed	PersonX takes PersonY to disney world	to take an airplane
oReact	PersonX sets the bar	envious.
xAttr	PersonX watches the storm	Adventurous
xAttr	PersonX becomes a success	popular
oEffect	PersonX monitors and control ___	they get more done
xReact	PersonX is on vacation in florida	elated
xAttr	PersonX wins the talent show	artistic
xAttr	PersonX finds the house	excited
oEffect	PersonX takes PersonY into custody	gets stabbed
xReact	PersonX wants a baby	lonely
xReact	PersonX persuades the ___ to take	important
xIntent	PersonX leaves a message	to get their thoughts out
oWant	PersonX includes this book 's ___	to give feedback to PersonX
oWant	PersonX raises the ___ to PersonX's lips	return the favor
xEffect	PersonX decides to go on vacation	goes on a trip
xWant	PersonX handles with kid gloves	to move something
xEffect	PersonX rejects every ___	they are known for it
oWant	PersonX does ___ in PersonX's power to make	to stay under control
xReact	PersonX never liked ___	grumpy
xEffect	PersonX opens PersonX's gifts	they enjoy what they got
xWant	PersonX keeps the pot boiling	to cook food
oEffect	PersonX takes PersonY case	talks to Person X
xEffect	PersonX eats PersonX's own dog food	gets nervous
oEffect	PersonX buys a gift card	Thanks PersonX
xIntent	PersonX pours cold water on ___	in control
xReact	PersonX gets a reply	relieved
xWant	PersonX sets ___ on soil	to palnt seeds
oWant	PersonX plays very well	to attend x's performances
xEffect	PersonX enters the ___ on the side	is no longer outside the _____
xNeed	PersonX begins to speak	to think about what they are going to say
