0,1,2
xEffect,xEffect,PersonX agrees to the challenge--their muscles are sore
xEffect,xEffect,PersonX has a pool party--PersonX's body is slippery from the water
xEffect,xEffect,PersonX has a pool party--PersonX shivers from cold
xEffect,xEffect,PersonX accepts the invitation--makes new friends
xEffect,xEffect,PersonX accepts the invitation--heartrate increases
xEffect,xEffect,PersonX feels left out--PersonX's face crumbles
xEffect,xEffect,PersonX gets cancer--PersonX dies slowly
xEffect,xEffect,PersonX wants to try--PersonX attempts the sport
xEffect,xEffect,PersonX wants to try--PersonX signs up for lessons
xEffect,xEffect,PersonX feels excited--Person X gets up from his chair
xEffect,xEffect,PersonX feels excited--Person X starts to plan different things
xEffect,xEffect,PersonX calls the dentist--Asks a question
xEffect,xEffect,PersonX calls the dentist--Exchanges information
xEffect,xEffect,PersonX watches a documentary--students sweat from nerves
xEffect,xEffect,PersonX keeps score--PersonX gains more experience in keeping score
xEffect,xEffect,PersonX keeps score--PersonX builds concentration and improves organization
xEffect,xEffect,PersonX learns how to juggle--arms get sore
xEffect,xEffect,PersonX checks the internet--Person X money transfer failed.
xEffect,xEffect,PersonX also ordered ___--Receives item
xEffect,xEffect,PersonX takes PersonY advice--PersonX considers the options
xEffect,xEffect,PersonX takes PersonY advice--PersonX avoids tragedy
xEffect,xEffect,PersonX loses PersonX's character--PersonX re-evaluates their life
xEffect,xEffect,PersonX loses PersonX's character--PersonX asks for help
xEffect,xEffect,PersonX gets on with PersonX's life--PersonX sighs with relief
xEffect,xEffect,PersonX gets on with PersonX's life--PersonX gets relaxes their muscles
xEffect,xEffect,PersonX thinks PersonX's thoughts--Exhibits brain activity
xEffect,xEffect,PersonX tries new foods--gains a new favorite
xEffect,xEffect,PersonX asks PersonY's teacher--PersonX gains knowledge about PersonY
xEffect,xEffect,PersonX asks PersonY's teacher--PersonX thanks the teacher
xEffect,xEffect,PersonX holds PersonX's head high--PersonX gains confidence
xEffect,xEffect,PersonX obtains PersonY order--Makes food
xEffect,xEffect,PersonX obtains PersonY order--Delivers it
xEffect,xEffect,PersonX shows PersonY the place--PersonX sweats from nervousness
xEffect,xEffect,PersonX bakes PersonX's own bread--PersonX sweats from baking.
xEffect,xEffect,PersonX bakes PersonX's own bread--PersonX gets flushed from the heat.
xEffect,xEffect,PersonX starts PersonX's new job--Meets new friends
xEffect,xEffect,PersonX breaks PersonX's wrist--person x passes out
xEffect,xEffect,PersonX feels bad afterwards--Person x cries from sadness.
xEffect,xEffect,PersonX feels bad afterwards--Person x shoulders droop.
xEffect,xEffect,PersonX shares ___ with PersonX's friends--Person X cries.
xEffect,xEffect,PersonX tells a lie--PersonX's self esteem goes down
xEffect,xEffect,PersonX tries to play--PersonX sweats from moving around
xEffect,xEffect,PersonX tries to play--PersonX breathes heavily from tiredness
xEffect,xEffect,PersonX misses something--X wonders where it could be.
xEffect,xEffect,PersonX finds a wife--PersonX gets widdowed
xEffect,xEffect,PersonX spends so much ___--Pays debts
