input_text	target_text	score	type	prefix
PersonX would be ruin	PersonX get there	0.9404888153076172	head	xWant
PersonX knock at door	PersonY come home	0.6789600849151611	head	oReact
PersonX have be sell a lie	PersonX buy it	0.5139750838279724	tail	xEffect
PersonX be there with a large group	PersonY be seat quickly	0.7286437153816223	new	oEffect
PersonX be play with friend	PersonX be lucky	0.8595202565193176	head	xReact
PersonX would pay for it	PersonY be go to be in trouble	0.9125185608863832	head	oReact
PersonX take PersonX child	PersonX dispose of body	0.7378861904144287	head	xWant
PersonX sit at foot	PersonX see PersonX weakness	0.6058087944984436	head	xIntent
PersonX be restless	PersonX can win back	0.6437176465988159	new	xEffect
the objection have be withdraw	PersonY have receive from government	0.66237473487854	new	oWant
PersonX be russian	PersonX read the newspaper	0.913072407245636	tail	xWant
PersonX take PersonY back	PersonX feel bad	0.830245316028595	head	xIntent
they have not even	PersonY company be awesome	0.8080371022224426	new	oEffect
PersonX hate get	PersonX be bear in 1984	0.7148081064224243	new	xAttr
PersonX meet people	PersonX be responsible	0.901745080947876	head	xAttr
PersonX take care of it	PersonY owner be hands-on	0.8779062032699585	head	oReact
PersonX can walk to supermarket	PersonY be good	0.8858904838562012	tail	oWant
PersonX see PersonY	PersonX feel better	0.9216437935829164	head	xReact
PersonX be sick	PersonX be indebted for food	0.608490526676178	head	xEffect
PersonX spend day	PersonX have the day of work today	0.9069861769676208	head	xNeed
PersonX have a long way	PersonY be free	0.6180666089057922	tail	oEffect
PersonX be run into arm	PersonX feel so safe	0.592390239238739	new	xNeed
the suspect be the only PersonX in vehicle	PersonY be decease	0.8904829621315002	tail	oEffect
PersonX will not get more	PersonX catch up	0.9705265164375304	tail	xWant
they be so tiny	PersonY actually make a good travel project	0.9187726378440856	new	oWant
it cost 5	PersonY be ok	0.9404786825180054	tail	oReact
PersonX have enough money	PersonX be not sure	0.833909809589386	head	xReact
PersonX feel a anxious throbbing at heart	PersonX turn myself spot to point	0.6505519151687622	new	xEffect
PersonX be not love	PersonX be good	0.9137523174285888	tail	xNeed
PersonX be really surprised	PersonX wake up	0.9838062524795532	tail	xEffect
PersonX be old	PersonX have always manage to save PersonX skin	0.7380117177963257	head	xWant
PersonX be really scared	PersonX be jinx	0.9072259068489076	head	xWant
that PersonX throw PersonY away	PersonY have spend day	0.6416633725166321	new	oEffect
relation be strain	PersonY find much	0.9165605902671814	new	oWant
PersonX go into walgreens	PersonX be sick	0.7138240933418274	tail	xAttr
PersonX try to run	PersonY can go you separate way	0.5464727878570557	head	oWant
PersonX go home	PersonX be not that proud of makeup	0.556006133556366	head	xNeed
PersonX get cancer	PersonX be wrong	0.7869882583618164	tail	xIntent
it be not get any simpler	PersonY have a case	0.6338245272636414	new	oWant
it be the right order	PersonY guy ask we	0.5503796339035034	new	oWant
PersonX miss PersonX train	PersonX be jealous	0.828090488910675	head	xReact
we will need	PersonY be at all possible	0.730177104473114	new	oWant
it be not true	PersonY be go to marry she	0.6344525814056396	new	oWant
PersonX have get the ring	PersonY of crew have ever see each other	0.6099925041198729	new	oEffect
PersonX have to make	PersonX be work with material	0.6327898502349854	new	xIntent
PersonX will feel better	PersonX talk about it	0.609774649143219	new	xIntent
PersonX take PersonY by arm	PersonX can see	0.9238629341125488	head	xNeed
PersonX have no idea	PersonY be already late	0.6909748911857605	head	oWant
PersonX be first hear in '90	PersonY have not really change	0.6960287690162659	new	oEffect
PersonX throw open the door	PersonX there wait	0.8419501781463623	head	xIntent
PersonX be look for board	PersonX can ride	0.7052290439605713	tail	xEffect
PersonX love PersonX job	PersonX intend to stay	0.9655866026878356	head	xEffect
they be affect first	PersonY teenager be more severe	0.6278926730155945	new	oEffect
PersonX be old	PersonX be a good american	0.8529769778251648	head	xEffect
PersonX believe in PersonY	PersonX be bore	0.8225694894790649	tail	xReact
they fix that	PersonY be get	0.6959370970726013	new	oEffect
PersonX husband be cheat on PersonX	PersonX find receipt hotel in wallet	0.7511538863182068	new	xNeed
the good reasonably price	PersonY be friendly	0.5710362195968628	tail	oReact
PersonX go to store	PersonX be convince	0.6606189608573914	head	xAttr
PersonX will see	PersonY would not have to earn money in way	0.8265680074691772	new	oWant
PersonX give PersonY time	PersonY have a health scare month	0.8369749188423157	head	oWant
PersonX love this place much	PersonX love you	0.6237186193466187	tail	xNeed
PersonX face be	PersonX be pale	0.8696388602256775	new	xWant
PersonX call PersonY	PersonX stay rudgate goon	0.6079597473144531	head	xEffect
PersonX die year	PersonY metastasize to liver	0.6203344464302063	head	oReact
we end up	PersonY come here on date	0.5964406728744507	new	oEffect
manfaloot with regiment save the bimbashi	PersonY bimbashi be superstitious	0.904790461063385	new	oReact
PersonX go to store	PersonX be leave town day	0.6977760195732117	head	xIntent
PersonX shall carry it to end	PersonY i present you to niece	0.6824536323547363	new	oEffect
the official figure signal a rebound in economy	PersonY be not sure	0.68265300989151	new	oEffect
agent doherty open the garage	PersonY guy start firing	0.531359851360321	new	oWant
PersonX be not as close my family	PersonX grow up	0.8575193285942078	tail	xIntent
a round eye stare	PersonY woman might have escape	0.5281029343605042	new	oWant
PersonX be the best	PersonY love PersonX accent	0.5894244313240051	new	oEffect
PersonX have day	PersonX be a good fellow	0.9798943400382996	head	xAttr
there be no copy	PersonY have have time	0.7271575927734375	new	oEffect
PersonX marry PersonX first husband money title	PersonX be set	0.8009235262870789	new	xReact
PersonX be pay for service	PersonX gain experience	0.7729092240333557	tail	xWant
PersonX kind laugh	PersonY take care of i	0.5781324505805969	new	oEffect
PersonX be on deck	PersonY vessel strike	0.6710329055786133	new	oReact
it smell really good	PersonY pull up	0.635086178779602	new	oWant
PersonX be sorry	PersonY love PersonX	0.9047141075134276	tail	oWant
PersonX watch it	PersonX ask i	0.663475751876831	head	xEffect
PersonX be a young girl	PersonX be not happy	0.6147923469543457	tail	xIntent
PersonX rub PersonX eye	PersonY be still not sure	0.994923174381256	head	oReact
it be just easier	PersonY want to record	0.9176253676414492	new	oEffect
PersonX want a copy	PersonY ask PersonX	0.738167405128479	tail	oEffect
it have not have happen	PersonY might have drive	0.6098346710205078	new	oEffect
PersonX be get a restrain order	PersonX be get	0.8148077726364136	new	xWant
PersonX live in east	PersonY refuse to let	0.6096569895744324	new	oEffect
PersonX go to store	PersonY beat everyone	0.7763363718986511	head	oEffect
PersonX want PersonY	PersonY have promise	0.5472742915153503	head	oWant
PersonX become ill	PersonX have find he	0.8400552868843079	head	xEffect
PersonX give PersonY	PersonY be a trust	0.9606114029884338	head	oReact
PersonX be old	PersonX be proud	0.6886031627655029	head	xAttr
PersonX have a good lunch	PersonX will feel better	0.7187080383300781	new	xWant
here PersonX be	PersonY be not sure	0.5012428164482117	tail	oReact
PersonX see PersonX dog	PersonY be look forward	0.9901520609855652	head	oReact
price be pretty decent	PersonY be excellent	0.7101422548294067	new	oEffect
PersonX respond quickly	PersonY should not take long	0.7345514297485352	new	oWant
PersonX be still a PersonY	PersonX have PersonY 's duty	0.9108392596244812	new	xWant
it probably will not be	PersonY new digimon be bear	0.5366220474243164	new	oEffect
PersonX eat meat	PersonY be dead	0.9820813536643982	tail	oReact
one plane in design be not a derivative of something	PersonY be airbus 's a3xx	0.9636578559875488	new	oReact
PersonX love meat	PersonX have see	0.9428578019142152	head	xAttr
PersonX wash my hand	PersonY still smell	0.8932617902755737	head	oEffect
PersonX come back to PersonY	PersonX be there	0.8812819123268127	head	xAttr
1 % be asian	PersonY % be hispanic	0.6346124410629272	new	oEffect
PersonX go back to place	PersonX be afraid	0.8706046342849731	head	xReact
PersonX be old	PersonX have no clue	0.8530277013778687	head	xWant
PersonX save PersonX money	PersonX be a freelancer	0.977711021900177	head	xAttr
PersonX work night	PersonX use to be able	0.9201738834381104	head	xReact
PersonX be not go to discuss my business with PersonY	PersonY be about PersonY business	0.7865921258926392	new	oWant
PersonX eat everything	PersonX leg be break	0.990581214427948	head	xAttr
PersonX succeed PersonX father	PersonX be a hero	0.8982671499252319	head	xReact
PersonX be old	PersonX be on PersonX game	0.7868477106094359	head	xEffect
PersonX be rant	PersonX deal day to day	0.8391810059547424	new	xNeed
it be on a busy street	PersonY only downside be the parking	0.8485101461410522	new	oWant
PersonX be confuse	PersonY have two couple	0.7612534761428833	new	oWant
PersonX family soon move	PersonX graduate from school	0.5375486016273499	tail	xEffect
PersonX be not sure	PersonX would want to see	0.5919249057769775	new	xNeed
PersonX add water	PersonX be go to sin	0.660364031791687	head	xWant
PersonX be quite empty here	PersonX be afraid	0.9122626185417176	tail	xAttr
PersonX see PersonY again	PersonX be in love with PersonY	0.8178131580352783	tail	xReact
PersonX get PersonX money	PersonY have ever have	0.5329571962356567	head	oWant
we will not return again	PersonY place be so overhyped	0.6631060838699341	new	oWant
PersonX be go on memory	PersonX be sorry	0.9033958911895752	tail	xAttr
PersonX live in area	PersonX would order from they	0.6648726463317871	head	xWant
PersonX be old	PersonY consummate he marriage	0.7642418742179871	head	oWant
PersonX read the bible	PersonX be year old	0.8703071475028992	head	xReact
we order quickly	PersonY ask for food	0.8535585403442383	new	oEffect
we come here night in hope	PersonY be amazing	0.8035117387771606	tail	oReact
PersonX shake my head	PersonX be happy	0.8373239040374756	head	xReact
PersonX want to quit	PersonX be hope	0.8401941657066345	head	xAttr
PersonX lose my son	PersonX get back	0.7489816546440125	head	xEffect
PersonX be old	PersonX have actually use a chair	0.7483160495758057	head	xEffect
PersonX want a end	PersonX would not screw	0.5618805885314941	new	xIntent
PersonX give up	PersonX get a refund	0.8581483960151672	tail	xWant
PersonX could be PersonY father	PersonY give up the love of life	0.7283641695976257	new	oWant
PersonX be old	PersonX be the love of life	0.7445210218429565	head	xWant
PersonX be pretty happy	PersonX be afraid	0.8996595144271851	head	xAttr
PersonX go back	PersonX be look for strength	0.9374569058418274	head	xNeed
PersonX be super excite	PersonX ever eat on network	0.7519948482513428	new	xNeed
PersonX still have they	PersonX regret it	0.6511301994323729	tail	xWant
PersonX meet a girl	PersonY be maybe lonely in way	0.6856796145439148	head	oEffect
PersonX want PersonY	PersonY have the right	0.5607777237892151	head	oEffect
PersonX spill PersonX drink	PersonY have be come here for year	0.8875778317451477	head	oEffect
PersonX stop go	PersonX have the opportunity	0.5762194991111755	head	xEffect
PersonX be a PersonY	PersonY can assure you	0.7834883332252502	new	oWant
the parking be around the building	PersonY be cold inside	0.8320276737213135	new	oWant
PersonX give PersonY advice	PersonX be in my dream	0.875640332698822	head	xReact
PersonX will come over	PersonX be cool	0.746925950050354	tail	xReact
PersonX definitely understand PersonY point of view	PersonX thank PersonY	0.6468512415885925	tail	xWant
tax be low	PersonY economy be great	0.6160879135131836	new	oEffect
PersonX be king of jaguar	PersonX be my favorite wrestler	0.8573741912841797	new	xWant
india attain independence in august	PersonY the landmark action of plan launch government in 1951	0.5353955626487732	new	oEffect
PersonX throw thing	PersonX would get upset	0.7008038163185121	head	xReact
PersonX look away from PersonY	PersonY must go with PersonX	0.8528574705123901	head	oWant
PersonX give PersonY a ride	PersonY will kill you	0.9250445365905762	head	oWant
a waitress come to take my order	PersonY sit down	0.9405916929244996	tail	oWant
PersonX have time	PersonY be okay	0.8164441585540771	tail	oWant
PersonX like the decor	PersonX like the ambiance of place	0.7388530969619751	new	xNeed
PersonX go to movie	PersonY be lousy	0.8653280735015869	head	oEffect
PersonX be frighten	PersonY be nothing	0.8702158927917479	tail	oReact
heaven be merciful	PersonY be send to you	0.6060088276863098	new	oWant
a poise bureaucracy be turn into dictatorship	PersonY be successful	0.9235931038856506	tail	oReact
PersonX change to cluster	PersonY be remarkable	0.7366083860397339	new	oEffect
PersonX extend the same toleration to himself	PersonX be not disgust by negligence	0.6302773952484131	new	xNeed
PersonX be old	PersonX be play in park	0.6981642246246338	head	xWant
PersonX would not stop	PersonX give up	0.88531094789505	head	xAttr
PersonX make a offer	PersonX be so awesome	0.5958323478698729	head	xAttr
PersonX catch a whiff of revenge	PersonX lock you in tank	0.5965210795402527	new	xWant
PersonX want to try it out	PersonX be joke	0.9132655262947084	head	xAttr
PersonX be polite	PersonX be safe	0.6292862892150879	tail	xWant
PersonX be old	PersonX be clever	0.6329407691955566	head	xEffect
that be really good	PersonY will see	0.8477383852005005	new	oWant
it all happen in instant	PersonY be go	0.5772430300712585	new	oWant
PersonX be out front	PersonX be wait for you	0.5347001552581787	new	xEffect
it be ok	PersonY have the barbacoa	0.6375000476837158	new	oWant
PersonX would have agree with PersonY	PersonY could have end the sentence there	0.9226531982421876	new	oEffect
PersonX brother be a despicable disgraceful PersonY	PersonY PersonX able live	0.8391842842102051	new	oWant
PersonX use they daily	PersonX like they much	0.6263186931610107	new	xNeed
PersonX be clever	PersonX have no air of badness at all	0.504646897315979	new	xIntent
we show up	PersonY door 's lock	0.8435334563255309	new	oEffect
PersonX have to go home	PersonY have see	0.9945547580718994	head	oReact
PersonX give PersonY a good life	PersonY be grateful	0.934355080127716	tail	oReact
PersonX be invite to party	PersonY explain the menu throughly	0.8927931189537048	head	oWant
PersonX want PersonY	PersonX want to talk to PersonY	0.8288643360137941	head	xEffect
now that be remedy	PersonY be welcome	0.5816977620124817	tail	oEffect
PersonX apply for job	PersonX be listen	0.8636929988861084	head	xReact
PersonX be in a good mood	PersonX be pretty good at it	0.5175412297248839	head	xEffect
PersonX take off my hat	PersonY be not here	0.7540601491928101	head	oEffect
PersonX be excited	PersonX have the good fortune	0.5418430566787721	head	xEffect
PersonX should be a liar	PersonY it be prove by adventure	0.7776532769203186	new	oEffect
PersonX go away	PersonX give she	0.8531440496444702	tail	xNeed
PersonX have order	PersonY food come out	0.5009282231330872	new	oEffect
the food be fine	PersonY be really disappointed	0.7863771319389343	new	oEffect
PersonX will flip	PersonX get they again	0.9520601034164428	new	xNeed
PersonX want PersonY	PersonX be kid myself	0.8594725131988525	head	xEffect
PersonX go out	PersonY could come	0.8074849843978882	new	oEffect
it be the first time	PersonY first time beat the patriots in championship	0.675413966178894	new	oWant
PersonX see PersonY	PersonX mess up	0.862157940864563	head	xEffect
PersonX prevent PersonY	PersonX deprive yourself	0.6343376040458679	head	xIntent
PersonX adore PersonY	PersonY be old	0.6708351969718933	new	oEffect
PersonX pull down my little panties	PersonX even finish	0.9251571297645568	new	xWant
PersonX be travel a distance	PersonY want you be particularly nice to girl	0.9784263968467712	new	oReact
PersonX get really angry	PersonX kinda lose control of roar	0.8945692777633667	head	xEffect
PersonX persuade himself	PersonX marry she	0.6996889114379883	tail	xWant
PersonX take PersonY place	PersonY will kill PersonY	0.9463166594505308	head	oWant
it have a lot	PersonY like this subreddit	0.7700641751289368	new	oWant
PersonX listen to alot of rock	PersonX get up	0.939879298210144	tail	xWant
PersonX be be honest	PersonY be weak	0.6478610038757324	tail	oReact
PersonX be old	PersonX go out	0.5105335712432861	head	xEffect
PersonX be not sure	PersonX make this up	0.8497877717018127	new	xNeed
PersonX be constantly get	PersonX be a heel	0.9055794477462769	new	xReact
PersonX take it	PersonY better question be	0.8103851079940796	new	oEffect
PersonX lock my key in car	PersonX be plan	0.958301603794098	head	xAttr
PersonX be be here	PersonY have ever be here	0.6899592876434326	new	oEffect
PersonX have be through lot	PersonY be no big deal	0.5015619993209839	new	oEffect
PersonX have something	PersonY be bad	0.9931806325912476	tail	oReact
PersonX take PersonX life	PersonX be catch	0.6777883768081665	head	xAttr
PersonX look at PersonY	PersonY blood have drain from face	0.6720268726348877	head	oWant
the night overtake PersonX	PersonY make a fire	0.6679074764251709	tail	oWant
PersonX love PersonY work	PersonX be not sure	0.8596506118774414	head	xReact
PersonX come to PersonY	PersonY will take you for son	0.8673036694526672	head	oWant
there be a long interval	PersonY be see	0.9390533566474916	tail	oReact
PersonX watch all it today	PersonY be great	0.8654705286026001	tail	oWant
PersonX love baseball	PersonX be not sure	0.9734798073768616	head	xNeed
the set be very nice	PersonY be not so large	0.7354829907417297	new	oReact
PersonX get back in car	PersonX be right	0.9259130358695984	head	xEffect
PersonX need it	PersonX give up	0.9183883666992188	tail	xEffect
PersonX be old	PersonY 's name be really walter	0.6347949504852295	head	oWant
PersonX take a picture	PersonY be not sure	0.73831707239151	head	oWant
PersonX take the picture	PersonY be busy	0.9826671481132508	head	oReact
PersonX ask PersonY pardon	PersonY be good	0.8982681035995483	head	oReact
PersonX feel sorry for PersonY	PersonX excuse PersonY	0.9281060695648192	head	xWant
PersonX stand on foot	PersonX come really close	0.9142272472381592	head	xReact
PersonX be pretty good with sword	PersonY would be nice	0.5735956430435181	new	oEffect
PersonX want child	PersonY be pregnant	0.9145678281784058	head	oWant
PersonX be go back forth to house	PersonY madame have a son	0.6392312049865723	new	oEffect
PersonX weigh myself	PersonX go to bed	0.5408663153648376	new	xReact
it take 10 minute	PersonY order a homeburger	0.5920611619949341	new	oEffect
PersonX take PersonY place	PersonX just wonder	0.5644804835319519	head	xIntent
that be right	PersonY run the test	0.7083789706230164	new	oEffect
we be celebrate we 1 year anniversary	PersonY absolutely love the place	0.5178812146186829	new	oEffect
PersonX pull himself up	PersonX grasp it	0.70122891664505	new	xEffect
PersonX get PersonY hope up	PersonX be so sorry	0.9197285771369934	head	xAttr
PersonX meet PersonY at park	PersonY keep go	0.7426173090934753	head	oEffect
PersonX be old	PersonY be no wonder	0.7817338705062866	head	oWant
now we be kiss	PersonY look at i	0.8963804841041565	tail	oEffect
PersonX get a good deal	PersonY PersonX feel	0.8420620560646057	head	oWant
PersonX throw it back	PersonX will get it	0.6613004803657532	head	xNeed
the u.s. senate confirm the award on may	PersonY andrew johnson nominate general	0.8906241655349731	new	oEffect
PersonX be afraid	PersonY be write in haste	0.5217354893684387	new	oWant
PersonX pay tax	PersonX get service in return	0.683303952217102	head	xEffect
PersonX look away	PersonX face flush	0.9828560948371888	head	xAttr
PersonX be home free	PersonX can get to anger	0.6919309496879578	new	xWant
PersonX be free	PersonX be healthy	0.6024340987205505	tail	xAttr
PersonX walk alone	PersonY will be well	0.5672107338905334	head	oReact
PersonX find a job	PersonX have to feed they	0.6211937665939331	head	xNeed
PersonX want PersonY	PersonX want to write	0.8219533562660217	head	xWant
PersonX glance around room	PersonX be out sight	0.8656253218650818	head	xReact
PersonX see PersonY	PersonX be so happy	0.5213733911514282	head	xIntent
PersonX remember cry	PersonX be in pain	0.9764738082885742	tail	xAttr
PersonX be in charge	PersonY get back	0.7981928586959839	tail	oWant
PersonX eat slow	PersonX peel the fruit	0.627403199672699	tail	xNeed
we have a husky	PersonY be worry	0.920042872428894	tail	oReact
PersonX be old	PersonX be make a ruckus	0.7351022958755493	head	xEffect
PersonX could back the way	PersonX be frightened	0.8438051342964172	tail	xAttr
PersonX be feel okay	PersonY ask PersonX often	0.8993046879768372	new	oWant
PersonX open door	PersonX feel better	0.9155474305152892	head	xAttr
price be even better	PersonY service be great	0.6214739680290222	new	oEffect
PersonX be go backwards	PersonX be lift	0.9450600147247314	tail	xAttr
it get quite packed	PersonY place be small	0.6533392071723938	new	oWant
they be simply impossible	PersonY impossible event have happen	0.7162275910377502	new	oEffect
this game need	PersonY should be okay	0.5825287699699402	new	oEffect
PersonX forget that then	PersonY will be fine	0.8791964054107666	new	oReact
food be cold	PersonY be very slow	0.9052363634109496	new	oReact
PersonX take PersonY	PersonX be so glad	0.5083422660827637	head	xAttr
there be not a doctored yummy in house	PersonY will not get excite	0.8226764798164368	new	oEffect
PersonX invite PersonY	PersonY white queen smile feebly	0.5436573624610901	head	oWant
PersonX get the chance	PersonY be correct	0.5272806882858276	head	oReact
PersonX pay my bill	PersonX be good	0.890310525894165	head	xAttr
PersonX be hungry	PersonX live in area	0.9091955423355104	tail	xNeed
PersonX get the part	PersonX be beautiful	0.9152357578277588	head	xIntent
PersonX be very gay	PersonX put she with laugh	0.6128367185592651	new	xEffect
PersonX get PersonY	PersonY door be a hobby shop	0.6235157251358032	head	oReact
PersonX want PersonY	PersonY have not see she	0.8684432506561279	head	oEffect
PersonX assure PersonY	PersonY have to be in washington	0.8420055508613586	new	oEffect
PersonX shake PersonX head	PersonX be lie	0.8637266159057617	head	xAttr
PersonX be here	PersonY be not memorable	0.7203736901283264	new	oWant
PersonX call PersonY	PersonY would never meet PersonX	0.90190851688385	head	oWant
PersonX be marry	PersonY union have be bless with child	0.5098333954811096	new	oEffect
PersonX can not go back	PersonX get out of water	0.8630687594413757	tail	xWant
it be funny	PersonY be theft	0.8308984637260437	new	oWant
PersonX want to make a good impression	PersonX come back	0.6018216609954834	head	xAttr
PersonX take PersonY	PersonY shall eat it	0.8516690731048584	head	oEffect
PersonX run a business	PersonX be a sophomore	0.7921015620231628	new	xWant
we can watch it together on tv	PersonY come over	0.6898070573806763	new	oEffect
PersonX leave that	PersonX be the same age	0.7885069847106934	new	xIntent
PersonX be old	PersonY have be in the same room long	0.6647229194641113	head	oWant
PersonX be faithful	PersonX be pervert	0.6384410858154297	tail	xAttr
PersonX be old	PersonX be a child	0.751853346824646	head	xEffect
PersonX want PersonY	PersonY to come	0.7183606028556824	head	oWant
PersonX smoke cigarette	PersonX barely dream	0.789840579032898	head	xEffect
PersonX want PersonY	PersonY beckett be angry	0.819799542427063	head	oReact
PersonX be really glad	PersonY be good for he	0.8805393576622009	new	oEffect
PersonX be simply ask	PersonY recollection can be refresh	0.5336346030235289	new	oEffect
it impede the development of technology	PersonY advancement will always side	0.6177027225494385	new	oWant
PersonX smell bad	PersonX look good	0.8869519829750061	tail	xIntent
mushroom be really good	PersonY cocktail be	0.8841097950935364	new	oEffect
PersonX love a good patio	PersonY have get	0.6670795083045961	new	oEffect
PersonX get beat up	PersonY turn round	0.8610354065895081	head	oEffect
PersonX look at PersonY	PersonY can not pee	0.8162768483161926	head	oEffect
it be like impossible	PersonY should just remove it entirely	0.7066648006439209	new	oEffect
PersonX be try to avoid PersonY	PersonY be have a facial	0.535243034362793	new	oWant
PersonX make it just in time	PersonY be happy	0.9841203093528748	tail	oWant
PersonX owe other much money	PersonX have a baby	0.8705039620399475	tail	xWant
PersonX get a dog	PersonX be on leave	0.8502935767173767	head	xAttr
PersonX feel ashamed	PersonY be come	0.7301821112632751	head	oEffect
PersonX hit the accelerator	PersonY be smart	0.979842245578766	tail	oReact
PersonX enjoy it much	PersonY soup be really rich	0.9549217224121094	head	oReact
PersonX could use	PersonX get away	0.7596157789230347	tail	xReact
service madrid castell n ave train cover the distance hour minute	PersonY train be schedule	0.8013955354690552	new	oWant
PersonX be not come back	PersonY be wrong	0.8889199495315552	tail	oReact
they ask PersonX	PersonY order a bloody mary	0.7451449632644653	new	oEffect
PersonX swim in lake	PersonX be bear there	0.8390355110168457	head	xReact
PersonX be old	PersonX be awful	0.7066415548324585	head	xAttr
meadow they raise a bale on high	PersonY in southlands weave	0.7205864787101746	new	oWant
PersonX want PersonY	PersonY whack my partner	0.581260085105896	head	oWant
PersonX will have to update this review	PersonX try the food	0.7821546196937561	new	xNeed
PersonX have any last word	PersonY ask PersonX	0.8861393332481384	tail	oEffect
PersonX move PersonX arm	PersonX assure i	0.932072103023529	head	xWant
PersonX feel trap	PersonX could not leave	0.5552598237991333	head	xEffect
PersonX feel confident	PersonY be go well	0.9366504549980164	head	oReact
PersonX look closely	PersonY be just energy	0.8386619687080383	new	oReact
PersonX use a junior-size shot	PersonX be be ban from competition	0.6215522289276123	new	xNeed
PersonX make fun of PersonY	PersonY catch PersonX	0.8268833756446838	head	oEffect
PersonX give PersonX PersonX hand	PersonX take PersonX up PersonX into chariot	0.8802918195724487	head	xWant
PersonX want to be good	PersonY be great	0.9141052961349488	tail	oReact
PersonX ask one the worker	PersonY go and	0.8932054042816162	tail	oWant
PersonX be grateful to hall	PersonX have benefit	0.5954061150550842	tail	xWant
my car be steal	PersonY be attack	0.6651219129562378	new	oWant
PersonX have the pc version	PersonY be much the same	0.5657652020454407	new	oEffect
we have a great time	PersonY friend of mine bring i here for time	0.888210117816925	new	oWant
PersonX use to drill the boy	PersonX be home	0.7900364398956299	tail	xAttr
PersonX give PersonY	PersonY be not sure	0.6616556644439697	head	oEffect
PersonX get a mouthful of breath	PersonY get a bagful of nothing	0.6540352702140808	new	oEffect
PersonX see PersonX dog	PersonY staff be very friendly	0.978025496006012	head	oReact
PersonX would make	PersonX be super	0.8897531628608704	head	xAttr
it be time	PersonY be all prisoner of gossip	0.6105263233184814	new	oWant
PersonX look up PersonY fluffy facebook page	PersonX need something	0.8778395056724548	tail	xIntent
PersonX go to store	PersonX break a	0.9466860890388488	head	xWant
PersonX always go	PersonX be not ok	0.843683123588562	head	xAttr
PersonX be gon na be we fucking muscle	PersonX be gon na be we muscle	0.5206752419471741	new	xAttr
this sound great	PersonY be new to city	0.8307422995567322	new	oWant
PersonX can beat it	PersonX can fight this disease	0.6967388391494751	new	xWant
PersonX be old	PersonX be kiss	0.7630283832550049	head	xWant
PersonX want more	PersonX get into they	0.70018470287323	head	xEffect
PersonX get ta make sure	PersonX hire a hitter pull off a job	0.7884888052940369	new	xNeed
PersonX look around	PersonX start throw PersonX hand into it	0.6768631339073181	new	xEffect
PersonX talk to friend	PersonX get a baby come	0.6458166837692261	head	xIntent
there be plenty parking	PersonY location be perfect	0.5677927732467651	new	oEffect
they open ago	PersonY have be here	0.8167476058006287	new	oWant
PersonX have no time	PersonX be too busy	0.919195830821991	tail	xAttr
that be the only video	PersonY be weird	0.9713788032531738	tail	oReact
now PersonX be try to drown PersonY in caviar	PersonY drown my rolls-royce	0.5781464576721191	new	oWant
it be still good	PersonY lose 14 lb	0.5405365228652954	new	oEffect
PersonX can not see PersonY	PersonX can not read PersonY aura	0.7664022445678711	new	xWant
PersonX go to house	PersonY give PersonX excuse	0.8875150680541992	head	oEffect
PersonX have work	PersonY be this thing call	0.7670154571533203	new	oEffect
PersonX set sail	PersonY day would come	0.6440947651863098	new	oWant
PersonX turn PersonY away	PersonY be happy here	0.7064433097839355	head	oReact
PersonX have the lobster roll	PersonY be ok	0.8331212401390076	tail	oWant
PersonX live to be old	PersonY ancestor come over sea	0.5668577551841736	new	oWant
PersonX want to give up	PersonX be at work	0.9824191331863404	head	xAttr
PersonX start scream	PersonY be still alive	0.9893442988395692	tail	oReact
PersonX sit in chair	PersonX just leave	0.8689256310462952	head	xAttr
PersonX graduate top of class in resolution	PersonX have be involve in discussion	0.6205942034721375	new	xAttr
PersonX go to store	PersonX be not impressed	0.6352062821388245	head	xIntent
PersonX be insane	PersonX be get	0.8768241405487059	tail	xAttr
PersonX be not have it	PersonY he be try to cut PersonX out	0.8098059892654419	new	oWant
PersonX be heart break	PersonX be strong	0.7574197053909302	head	xWant
it be a major	PersonY people swear by it	0.5032206773757935	new	oWant
we be impressed	PersonY be we first time have	0.8073320388793945	new	oWant
the police be search	PersonY will find she soon	0.8887406587600708	new	oWant
PersonX call PersonY	PersonY check it out	0.9270319938659668	head	oWant
we order the tasting menu	PersonY be go to be a problem	0.772720992565155	new	oEffect
time PersonX sit	PersonY wait for call	0.8703464269638062	tail	oEffect
PersonX go to PersonY	PersonX go along	0.6350337862968445	head	xIntent
PersonX be work on thing immediately	PersonX go in room	0.939083993434906	tail	xWant
PersonX turn into PersonY	PersonX be not crazy	0.5049654245376587	tail	xEffect
michigan strike early	PersonY harbaugh throw a touchdown pass to kattus	0.8908118009567261	new	oWant
PersonX talk to PersonY	PersonX will not get in trouble	0.7717863917350769	head	xWant
we have small child	PersonY be friendly	0.9818007946014404	tail	oReact
PersonX break the law	PersonX get catch	0.9644209742546082	head	xAttr
the march begin	PersonY be million	0.7274851799011229	new	oEffect
PersonX have any room	PersonX would get it again	0.6076101660728455	new	xEffect
PersonX turn the key in lock	PersonX rise to foot	0.614500880241394	head	xNeed
PersonX put PersonY	PersonX be cheating on PersonY	0.6042683124542236	head	xAttr
PersonX will come away with PersonY	PersonY be rid of PersonX	0.9282647371292114	new	oReact
PersonX get day	PersonX wind up at bottom	0.7512878179550171	new	xEffect
